국가명,기후대,연도,차종 구분,차량 구분,GDP,총수출량,1월,2월,3월,4월,5월,6월,7월,8월,9월,10월,11월,12월
북미-캐나다,한랭,2024,SUV,SUV,20.0,11288,718,968,1360,1002,1254,152,1321,204,1495,671,1005,1138
북미-캐나다,한랭,2020,전기차,전기차,20.0,10899,1025,455,1046,1080,229,1448,1046,1449,922,922,1067,210
서유럽,온대,2021,소형차,소형차,45.0,8919,106,317,746,228,1354,284,923,588,1318,372,1267,1416
서유럽,온대,2020,상업용차,상업용차,45.0,7274,513,579,250,1065,1317,402,340,1139,150,501,576,442
서유럽,온대,2023,SUV,SUV,45.0,10423,343,591,772,1272,685,871,1036,928,1032,1432,280,1181
서유럽,온대,2023,전기차,전기차,45.0,8141,1015,1415,591,1457,470,308,271,737,386,757,340,394
아시아,온대,2023,소형차,소형차,20.0,10089,198,1377,839,502,669,755,1234,1046,673,1204,421,1171
아시아,온대,2024,상업용차,상업용차,20.0,7230,79,1196,543,1178,194,186,238,1213,653,655,559,536
아시아,온대,2023,SUV,SUV,20.0,9056,107,386,1450,721,802,693,1010,837,1208,1380,398,64
아시아,온대,2024,전기차,전기차,20.0,7838,846,973,180,572,986,264,572,246,576,887,1359,377
중남미,열대,2023,소형차,소형차,20.0,11701,378,1208,445,1339,1162,536,1186,580,1167,1001,1435,1264
중남미,열대,2020,상업용차,상업용차,20.0,8906,794,1299,1049,820,1097,634,744,283,972,590,313,311
중남미,열대,2024,SUV,SUV,20.0,9897,1486,1269,265,1259,323,814,1049,450,557,1029,556,840
중남미,열대,2021,전기차,전기차,20.0,7042,399,62,613,336,413,103,1137,632,1167,1321,80,779
중동·아프리카,건조,2020,소형차,소형차,20.0,6769,71,550,472,1249,1463,1122,154,119,485,949,65,70
중동·아프리카,건조,2023,상업용차,상업용차,20.0,8913,871,1147,1472,1243,1247,146,141,1127,256,270,604,389
중동·아프리카,건조,2023,SUV,SUV,20.0,10647,407,507,283,1228,1232,888,1331,1368,1491,1173,535,204
중동·아프리카,건조,2024,전기차,전기차,20.0,8923,711,1024,228,1198,214,672,727,1066,1228,719,327,809
동유럽,한랭,2023,소형차,소형차,25.0,6848,341,966,483,254,424,324,960,1476,682,349,496,93
동유럽,한랭,2021,상업용차,상업용차,25.0,5727,375,164,772,316,155,677,542,623,1178,353,430,142
동유럽,한랭,2021,SUV,SUV,25.0,9390,336,963,288,1289,59,1268,722,1336,422,522,1182,1003
동유럽,한랭,2024,전기차,전기차,25.0,7232,313,293,670,859,419,1106,1173,73,325,817,279,905
북미-멕시코,건조,2022,소형차,소형차,20.0,9599,429,1102,572,594,215,1053,1159,1487,1489,338,1068,93
북미-멕시코,건조,2020,상업용차,상업용차,20.0,11086,716,809,1249,541,1287,1356,1176,303,1022,685,1359,583
북미-멕시코,건조,2022,SUV,SUV,20.0,7438,616,133,609,1022,307,112,340,931,1050,1303,100,915
북미-멕시코,건조,2023,전기차,전기차,20.0,9961,1237,839,144,143,1485,119,952,1055,1400,1088,290,1209
북미-미국,온대,2021,소형차,소형차,20.0,9443,821,508,1335,373,1153,655,422,519,984,845,808,1020
북미-미국,온대,2021,상업용차,상업용차,20.0,6953,509,755,209,77,77,484,1051,1193,784,296,1022,496
북미-미국,온대,2022,SUV,SUV,20.0,8248,1192,264,895,119,695,413,872,1241,1381,718,275,183
북미-미국,온대,2022,전기차,전기차,20.0,8192,414,1207,873,1337,521,415,1427,213,134,432,119,1100
북미-캐나다,한랭,2023,소형차,소형차,20.0,9008,944,938,369,696,749,1100,680,274,227,391,1147,1493
북미-캐나다,한랭,2023,상업용차,상업용차,20.0,10263,675,525,1057,612,1197,415,119,1051,696,1484,1159,1273
북미-캐나다,한랭,2023,SUV,SUV,20.0,7138,219,1017,538,409,1120,1316,984,75,498,184,54,724
북미-캐나다,한랭,2020,전기차,전기차,20.0,10409,818,1024,210,1328,802,576,779,1218,1072,143,1297,1142
서유럽,온대,2021,소형차,소형차,45.0,11530,1334,780,660,1204,1332,1413,1035,1010,664,1121,920,57
서유럽,온대,2022,상업용차,상업용차,45.0,8057,862,797,79,927,778,1115,1025,151,240,839,140,1104
서유럽,온대,2021,SUV,SUV,45.0,10133,1240,176,833,1080,449,936,1404,1171,79,1080,648,1037
서유럽,온대,2022,전기차,전기차,45.0,9921,592,1208,444,390,789,668,1236,274,1346,1241,1372,361
아시아,온대,2023,소형차,소형차,20.0,8594,278,788,523,131,818,1118,1130,1345,572,845,181,865
아시아,온대,2020,상업용차,상업용차,20.0,8688,938,933,1282,815,97,760,659,1113,1266,296,340,189
아시아,온대,2024,SUV,SUV,20.0,8781,697,343,398,1287,329,1245,288,690,263,939,955,1347
아시아,온대,2021,전기차,전기차,20.0,10528,485,222,1474,741,898,1342,960,1034,711,669,1193,799
중남미,열대,2021,소형차,소형차,20.0,10531,1416,868,1200,957,1377,1362,624,1015,723,242,269,478
중남미,열대,2021,상업용차,상업용차,20.0,8255,964,112,1206,898,1137,1344,781,181,171,299,515,647
중남미,열대,2023,SUV,SUV,20.0,9848,540,1491,1198,731,1207,1177,1274,195,401,820,60,754
중남미,열대,2021,전기차,전기차,20.0,9537,194,1452,780,1222,1495,696,451,738,1131,1247,56,75
중동·아프리카,건조,2021,소형차,소형차,20.0,7744,744,865,980,131,961,706,1284,170,356,286,522,739
중동·아프리카,건조,2024,상업용차,상업용차,20.0,11070,477,248,1336,1146,763,797,594,1231,1047,1417,1440,574
중동·아프리카,건조,2020,SUV,SUV,20.0,8577,159,708,928,196,432,797,524,1170,1026,269,962,1406
중동·아프리카,건조,2020,전기차,전기차,20.0,8186,827,1292,429,588,737,631,1176,688,840,351,375,252
동유럽,한랭,2024,소형차,소형차,25.0,9386,852,359,1124,1100,203,994,957,176,802,928,1449,442
동유럽,한랭,2022,상업용차,상업용차,25.0,10458,1066,810,1312,839,511,1348,93,1346,613,1365,697,458
동유럽,한랭,2020,SUV,SUV,25.0,10827,346,101,1474,431,1161,1489,1218,871,1322,1048,659,707
동유럽,한랭,2020,전기차,전기차,25.0,8679,162,847,95,1324,1085,421,1346,985,370,292,563,1189
북미-멕시코,건조,2024,소형차,소형차,20.0,8142,351,822,1126,789,401,607,196,907,1286,557,825,275
북미-멕시코,건조,2024,상업용차,상업용차,20.0,9348,898,1273,805,787,457,796,1485,1285,159,1017,180,206
북미-멕시코,건조,2023,SUV,SUV,20.0,9803,1041,702,1263,184,321,824,971,162,1376,1243,1480,236
북미-멕시코,건조,2023,전기차,전기차,20.0,7887,321,224,1417,703,678,82,320,1005,1472,570,1036,59
북미-미국,온대,2023,소형차,소형차,20.0,9318,1341,938,948,1112,1223,843,968,279,573,222,806,65
북미-미국,온대,2023,상업용차,상업용차,20.0,8444,169,678,333,459,367,1063,839,271,1402,1446,924,493
북미-미국,온대,2023,SUV,SUV,20.0,8900,834,777,210,718,98,96,1117,575,1497,1132,1498,348
북미-미국,온대,2024,전기차,전기차,20.0,9302,1388,476,1380,668,1126,1493,189,530,1364,208,359,121
북미-캐나다,한랭,2024,소형차,소형차,20.0,8395,1340,99,975,450,188,869,861,649,915,868,312,869
북미-캐나다,한랭,2021,상업용차,상업용차,20.0,7151,714,127,278,354,539,264,1463,720,1088,1259,290,55
북미-캐나다,한랭,2022,SUV,SUV,20.0,6595,313,144,321,592,1252,237,103,487,502,836,806,1002
북미-캐나다,한랭,2022,전기차,전기차,20.0,10703,509,1375,391,1446,1478,1131,332,1124,222,1095,574,1026
서유럽,온대,2022,소형차,소형차,45.0,12344,1435,1427,1200,992,1202,335,1051,1384,1336,522,50,1410
서유럽,온대,2021,상업용차,상업용차,45.0,6809,222,567,98,952,171,1272,977,652,56,1041,559,242
서유럽,온대,2021,SUV,SUV,45.0,9460,1488,626,1210,70,537,911,725,440,372,704,959,1418
서유럽,온대,2022,전기차,전기차,45.0,9975,420,1268,221,1287,1138,1278,1308,342,1311,461,304,637
아시아,온대,2024,소형차,소형차,20.0,9933,284,832,989,205,1455,520,845,773,456,976,1430,1168
아시아,온대,2020,상업용차,상업용차,20.0,9994,612,181,1369,603,880,1358,1085,327,821,1145,1018,595
아시아,온대,2022,SUV,SUV,20.0,9865,1279,1215,1220,73,1033,1003,202,1485,391,785,755,424
아시아,온대,2022,전기차,전기차,20.0,7623,326,473,375,896,757,1179,573,1303,445,558,166,572
중남미,열대,2020,소형차,소형차,20.0,8745,671,836,237,1454,141,482,936,59,1456,1165,795,513
중남미,열대,2022,상업용차,상업용차,20.0,8385,630,199,158,1261,1276,379,114,1030,397,704,1295,942
중남미,열대,2023,SUV,SUV,20.0,9749,643,395,299,1100,479,885,1377,902,686,810,1339,834
중남미,열대,2023,전기차,전기차,20.0,8038,198,961,109,500,370,909,530,700,720,1415,1226,400
중동·아프리카,건조,2020,소형차,소형차,20.0,11196,195,939,339,1474,971,1007,1183,1484,680,193,1493,1238
중동·아프리카,건조,2023,상업용차,상업용차,20.0,8193,642,641,572,481,154,1484,366,824,984,1056,747,242
중동·아프리카,건조,2024,SUV,SUV,20.0,10580,84,1098,141,205,1211,1384,1177,957,770,1477,1252,824
중동·아프리카,건조,2023,전기차,전기차,20.0,7977,776,102,935,1157,986,272,1211,1088,74,322,92,962
동유럽,한랭,2021,소형차,소형차,25.0,8208,1438,351,730,583,515,329,856,855,987,1003,464,97
동유럽,한랭,2024,상업용차,상업용차,25.0,8679,99,895,1454,893,220,823,213,1078,319,1145,971,569
동유럽,한랭,2024,SUV,SUV,25.0,10195,1057,219,1135,1094,213,592,255,633,1160,1170,1335,1332
동유럽,한랭,2022,전기차,전기차,25.0,10145,1182,1131,570,93,737,818,828,347,992,1037,1021,1389
북미-멕시코,건조,2024,소형차,소형차,20.0,9701,666,734,102,1305,180,1361,298,271,1482,1484,716,1102
북미-멕시코,건조,2024,상업용차,상업용차,20.0,10301,1469,912,843,1031,833,754,1072,1123,615,566,137,946
북미-멕시코,건조,2021,SUV,SUV,20.0,9350,850,681,961,1042,835,648,898,850,329,1382,309,565
북미-멕시코,건조,2022,전기차,전기차,20.0,7448,558,633,458,992,818,840,129,1146,210,619,871,174
북미-미국,온대,2024,소형차,소형차,20.0,11389,1145,1459,1364,296,484,819,794,1065,1155,1492,669,647
북미-미국,온대,2021,상업용차,상업용차,20.0,7726,416,619,957,92,279,104,409,1385,1096,738,974,657
북미-미국,온대,2024,SUV,SUV,20.0,8469,974,1357,437,1088,475,1318,680,358,324,147,309,1002
북미-미국,온대,2024,전기차,전기차,20.0,9908,1106,659,610,1237,648,662,342,735,976,1339,253,1341
북미-캐나다,한랭,2021,소형차,소형차,20.0,12116,909,1100,1202,1359,829,524,122,1036,1330,1380,996,1329
북미-캐나다,한랭,2024,상업용차,상업용차,20.0,9117,1281,396,1224,793,196,132,921,1023,660,962,1077,452
북미-캐나다,한랭,2024,SUV,SUV,20.0,9378,152,1083,459,579,1320,881,899,510,1096,689,1229,481
북미-캐나다,한랭,2024,전기차,전기차,20.0,9531,1018,297,404,949,434,1167,1373,920,1074,933,911,51
서유럽,온대,2023,소형차,소형차,45.0,8617,196,1022,1004,956,661,355,1332,1415,366,63,248,999
서유럽,온대,2022,상업용차,상업용차,45.0,11755,1080,344,1269,331,1104,877,1202,805,1325,993,1412,1013
서유럽,온대,2023,SUV,SUV,45.0,7440,1242,471,655,240,157,299,743,578,169,1137,840,909
서유럽,온대,2024,전기차,전기차,45.0,8214,681,1435,726,742,753,504,1099,354,199,64,1056,601
아시아,온대,2024,소형차,소형차,20.0,7536,1181,574,792,530,418,276,937,219,112,1197,384,916
아시아,온대,2023,상업용차,상업용차,20.0,8849,1227,227,352,283,497,248,1354,428,1138,1394,557,1144
아시아,온대,2023,SUV,SUV,20.0,10531,1438,300,727,95,111,1136,1300,1479,1226,569,1209,941
아시아,온대,2023,전기차,전기차,20.0,9510,191,841,1132,162,890,1463,754,900,647,126,1078,1326
중남미,열대,2022,소형차,소형차,20.0,8646,977,808,183,489,222,1295,55,560,1427,1181,154,1295
중남미,열대,2024,상업용차,상업용차,20.0,11322,1214,1036,1238,603,612,1443,1206,111,1320,1345,422,772
중남미,열대,2024,SUV,SUV,20.0,9783,1204,852,796,1395,651,429,233,1437,1328,129,378,951
중남미,열대,2021,전기차,전기차,20.0,10291,579,1359,166,1134,1263,683,917,778,1047,814,905,646
중동·아프리카,건조,2021,소형차,소형차,20.0,9031,1154,273,846,887,752,119,1164,1462,1376,79,825,94
중동·아프리카,건조,2020,상업용차,상업용차,20.0,6072,1373,745,71,556,468,508,693,837,201,242,167,211
중동·아프리카,건조,2020,SUV,SUV,20.0,11510,1474,1277,241,1172,798,1086,453,638,1379,622,1494,876
중동·아프리카,건조,2020,전기차,전기차,20.0,7048,231,178,156,1464,572,977,706,198,577,232,449,1308
동유럽,한랭,2020,소형차,소형차,25.0,10215,1347,81,1482,298,661,1264,285,1394,121,1439,952,891
동유럽,한랭,2023,상업용차,상업용차,25.0,9028,1267,1259,814,345,1427,543,811,679,462,161,1044,216
동유럽,한랭,2024,SUV,SUV,25.0,7865,1450,1139,840,471,1141,318,147,288,377,345,813,536
동유럽,한랭,2021,전기차,전기차,25.0,10535,588,1158,1364,888,220,1430,1386,302,1050,131,1330,688
북미-멕시코,건조,2021,소형차,소형차,20.0,8107,824,208,1218,686,332,200,619,175,790,727,1078,1250
북미-멕시코,건조,2023,상업용차,상업용차,20.0,9312,1417,822,1287,667,1346,312,151,86,309,973,1239,703
북미-멕시코,건조,2024,SUV,SUV,20.0,6931,511,591,82,513,164,418,379,51,1273,691,963,1295
북미-멕시코,건조,2022,전기차,전기차,20.0,9007,418,201,1407,102,1459,413,431,574,1344,741,418,1499
북미-미국,온대,2021,소형차,소형차,20.0,9194,1196,1295,1344,804,959,438,566,1170,952,107,97,266
북미-미국,온대,2022,상업용차,상업용차,20.0,11507,1358,856,1288,877,1196,117,966,1415,486,320,1189,1439
북미-미국,온대,2020,SUV,SUV,20.0,8773,807,447,1173,1176,102,819,181,327,147,1488,671,1435
북미-미국,온대,2020,전기차,전기차,20.0,5677,106,324,1483,709,171,105,272,599,1023,140,54,691
북미-캐나다,한랭,2024,소형차,소형차,20.0,6542,191,235,198,985,241,691,244,463,336,1297,1258,403
북미-캐나다,한랭,2024,상업용차,상업용차,20.0,9414,718,940,330,172,712,391,1377,1270,1302,484,960,758
북미-캐나다,한랭,2023,SUV,SUV,20.0,11244,871,753,1207,1008,1147,1341,1298,1359,202,143,1298,617
북미-캐나다,한랭,2024,전기차,전기차,20.0,8172,1366,773,550,244,1288,171,1248,632,115,610,59,1116
서유럽,온대,2024,소형차,소형차,45.0,10141,728,1182,1113,332,113,1230,919,737,938,1193,662,994
서유럽,온대,2020,상업용차,상업용차,45.0,9503,431,101,719,1045,1088,1016,399,1345,648,91,1470,1150
서유럽,온대,2022,SUV,SUV,45.0,11503,1490,665,1497,870,1190,531,1210,644,1473,590,1039,304
서유럽,온대,2024,전기차,전기차,45.0,6342,182,389,790,57,854,130,894,150,1238,222,712,724
아시아,온대,2022,소형차,소형차,20.0,11418,840,932,1218,942,892,576,750,1161,1284,840,971,1012
아시아,온대,2020,상업용차,상업용차,20.0,10042,603,1493,74,827,839,1370,912,813,532,522,1359,698
아시아,온대,2023,SUV,SUV,20.0,8733,1449,880,644,1373,1129,368,1371,348,496,104,483,88
아시아,온대,2021,전기차,전기차,20.0,11007,569,735,727,757,595,1397,1394,1382,305,1347,674,1125
중남미,열대,2023,소형차,소형차,20.0,9966,310,141,1443,94,1399,577,357,1463,1455,973,1019,735
중남미,열대,2023,상업용차,상업용차,20.0,9641,1351,354,230,119,1285,1100,219,1075,1316,283,832,1477
중남미,열대,2022,SUV,SUV,20.0,9868,1046,1361,1002,1224,1450,888,842,636,489,295,144,491
중남미,열대,2022,전기차,전기차,20.0,10301,1227,1017,1212,1360,513,269,846,662,1180,436,463,1116
중동·아프리카,건조,2022,소형차,소형차,20.0,9931,1397,999,1058,520,354,872,1402,417,58,1152,874,828
중동·아프리카,건조,2021,상업용차,상업용차,20.0,9624,379,828,162,237,656,693,694,591,1445,975,1470,1494
중동·아프리카,건조,2024,SUV,SUV,20.0,9588,450,1413,436,937,835,1438,813,733,946,648,356,583
중동·아프리카,건조,2021,전기차,전기차,20.0,9352,238,678,1289,1496,598,1379,308,291,724,1367,148,836
동유럽,한랭,2023,소형차,소형차,25.0,7768,198,496,677,1455,976,120,342,199,1178,886,1156,85
동유럽,한랭,2020,상업용차,상업용차,25.0,11893,813,721,1065,842,1362,861,626,868,1444,629,1198,1464
동유럽,한랭,2021,SUV,SUV,25.0,12172,706,1305,1061,828,860,763,1191,1114,833,1245,804,1462
동유럽,한랭,2021,전기차,전기차,25.0,10169,703,1189,693,673,1236,553,789,700,915,245,1102,1371
북미-멕시코,건조,2020,소형차,소형차,20.0,11340,599,1279,109,1429,1405,53,1196,792,953,694,1433,1398
북미-멕시코,건조,2023,상업용차,상업용차,20.0,8880,87,160,617,703,1169,1454,873,1038,863,1008,347,561
북미-멕시코,건조,2020,SUV,SUV,20.0,7789,843,1040,803,502,614,767,233,301,1208,143,754,581
북미-멕시코,건조,2020,전기차,전기차,20.0,9849,690,960,375,947,1437,1011,392,76,946,1477,606,932
북미-미국,온대,2021,소형차,소형차,20.0,9629,1052,1279,1260,148,752,236,489,1114,1285,222,473,1319
북미-미국,온대,2024,상업용차,상업용차,20.0,9701,1320,1429,182,803,1161,1082,721,435,1294,485,489,300
북미-미국,온대,2023,SUV,SUV,20.0,10224,817,1078,682,564,332,1373,841,981,833,631,1243,849
북미-미국,온대,2021,전기차,전기차,20.0,9129,505,180,1025,747,267,522,1196,798,997,877,1027,988
북미-캐나다,한랭,2024,소형차,소형차,20.0,11278,355,1310,1095,1494,503,672,1399,1467,277,1173,705,828
북미-캐나다,한랭,2023,상업용차,상업용차,20.0,7601,171,1173,511,1069,774,335,234,1306,1080,166,381,401
북미-캐나다,한랭,2022,SUV,SUV,20.0,7399,947,317,242,746,780,355,306,427,144,1165,796,1174
북미-캐나다,한랭,2020,전기차,전기차,20.0,8912,413,605,1065,185,1312,939,842,1256,473,759,666,397
서유럽,온대,2021,소형차,소형차,45.0,10205,602,1334,1429,1446,761,610,1333,718,131,491,640,710
서유럽,온대,2020,상업용차,상업용차,45.0,7758,203,743,257,489,800,885,740,289,964,213,1172,1003
서유럽,온대,2022,SUV,SUV,45.0,9913,771,1365,1134,593,685,1200,1023,159,1374,919,635,55
서유럽,온대,2023,전기차,전기차,45.0,11796,1418,1084,1240,1088,226,1149,1066,1053,1443,1374,602,53
아시아,온대,2020,소형차,소형차,20.0,8895,1025,928,1204,397,322,866,810,1468,548,757,343,227
아시아,온대,2023,상업용차,상업용차,20.0,8818,328,409,1247,882,78,542,1287,1077,1104,293,434,1137
아시아,온대,2023,SUV,SUV,20.0,9922,1220,333,926,382,162,1288,1027,594,1136,874,595,1385
아시아,온대,2023,전기차,전기차,20.0,10009,663,596,812,1424,1188,673,417,1255,518,748,1153,562
중남미,열대,2022,소형차,소형차,20.0,11495,810,390,877,434,1268,480,987,1450,876,1412,1451,1060
중남미,열대,2020,상업용차,상업용차,20.0,12302,1092,1149,1339,1084,683,516,929,117,1436,1419,1480,1058
중남미,열대,2024,SUV,SUV,20.0,11307,453,88,1451,1364,1192,493,1431,1207,1057,662,740,1169
중남미,열대,2021,전기차,전기차,20.0,9481,400,1016,503,1159,141,157,679,252,1333,1259,1377,1205
중동·아프리카,건조,2020,소형차,소형차,20.0,8607,530,415,847,1037,1352,1059,1091,719,531,342,108,576
중동·아프리카,건조,2020,상업용차,상업용차,20.0,9777,1354,620,899,342,785,1170,787,1206,171,377,1204,862
중동·아프리카,건조,2021,SUV,SUV,20.0,7363,70,1242,691,451,735,153,877,800,281,75,1497,491
중동·아프리카,건조,2024,전기차,전기차,20.0,9368,1461,1230,1329,552,618,139,274,641,1342,272,566,944
동유럽,한랭,2024,소형차,소형차,25.0,10123,1237,1284,1426,1085,52,609,51,391,1305,1271,279,1133
동유럽,한랭,2023,상업용차,상업용차,25.0,8493,809,101,1074,320,1087,571,502,826,1172,1162,417,452
동유럽,한랭,2022,SUV,SUV,25.0,7914,688,589,395,324,836,1111,739,205,184,705,944,1194
동유럽,한랭,2022,전기차,전기차,25.0,10384,1203,636,172,326,552,813,1309,1499,1028,1436,98,1312
북미-멕시코,건조,2023,소형차,소형차,20.0,7534,428,64,619,634,441,981,846,1461,398,322,384,956
북미-멕시코,건조,2024,상업용차,상업용차,20.0,7627,658,1086,1003,1479,627,446,75,162,52,1010,827,202
북미-멕시코,건조,2021,SUV,SUV,20.0,12457,1228,998,1192,1362,1414,767,566,1242,997,390,1349,952
북미-멕시코,건조,2024,전기차,전기차,20.0,11240,843,439,861,1250,302,1125,1183,951,1327,1462,725,772
북미-미국,온대,2023,소형차,소형차,20.0,10683,812,563,758,1014,888,1461,1452,150,576,1182,1281,546
북미-미국,온대,2021,상업용차,상업용차,20.0,6803,528,175,1254,301,538,113,369,1253,394,1149,360,369
북미-미국,온대,2022,SUV,SUV,20.0,7355,342,1410,74,441,416,1435,277,1113,308,893,442,204
북미-미국,온대,2023,전기차,전기차,20.0,9947,624,348,1285,552,1314,878,1386,795,694,653,1237,181
북미-캐나다,한랭,2022,소형차,소형차,20.0,7222,59,942,349,534,213,1315,484,747,565,738,330,946
북미-캐나다,한랭,2024,상업용차,상업용차,20.0,9727,1455,772,1091,970,117,400,140,782,981,1494,449,1076
북미-캐나다,한랭,2022,SUV,SUV,20.0,7390,478,575,276,124,1048,332,506,1073,215,768,1056,939
북미-캐나다,한랭,2022,전기차,전기차,20.0,9881,1119,1444,753,1293,75,800,120,1157,98,699,1277,1046
서유럽,온대,2024,소형차,소형차,45.0,10271,346,1454,1410,859,1230,1232,1169,511,1038,365,111,546
서유럽,온대,2023,상업용차,상업용차,45.0,11676,663,1242,1139,1117,1456,65,916,633,947,1279,953,1266
서유럽,온대,2020,SUV,SUV,45.0,7664,905,1209,145,139,719,798,540,788,392,790,463,776
서유럽,온대,2024,전기차,전기차,45.0,9368,1068,569,1267,381,687,139,390,1331,834,500,1354,848
아시아,온대,2021,소형차,소형차,20.0,8194,541,874,1494,471,398,243,651,558,333,250,1180,1201
아시아,온대,2020,상업용차,상업용차,20.0,9829,724,1138,842,783,1226,1146,353,1198,788,341,893,397
아시아,온대,2024,SUV,SUV,20.0,10784,389,1461,335,881,1121,1462,1105,1459,887,119,900,665
아시아,온대,2020,전기차,전기차,20.0,8332,371,1473,87,253,365,1348,1227,1320,330,322,850,386
중남미,열대,2022,소형차,소형차,20.0,8626,556,1249,453,660,654,118,1065,674,1295,194,768,940
중남미,열대,2021,상업용차,상업용차,20.0,8540,1345,397,753,57,917,501,298,254,219,1227,1211,1361
중남미,열대,2022,SUV,SUV,20.0,8862,512,636,1194,448,1120,528,468,381,817,1487,778,493
중남미,열대,2021,전기차,전기차,20.0,10184,1338,1212,752,1029,824,1107,675,971,187,667,921,501
중동·아프리카,건조,2022,소형차,소형차,20.0,11272,1038,752,289,786,1139,568,1148,1213,1263,1474,977,625
중동·아프리카,건조,2021,상업용차,상업용차,20.0,12038,1396,1292,525,861,984,1273,808,975,1362,90,1403,1069
중동·아프리카,건조,2024,SUV,SUV,20.0,9672,706,1308,161,420,578,1157,1331,629,1371,430,1279,302
중동·아프리카,건조,2023,전기차,전기차,20.0,9112,805,601,646,882,96,1188,1375,995,602,323,539,1060
동유럽,한랭,2021,소형차,소형차,25.0,10677,852,1014,1309,937,121,83,696,967,1315,923,1081,1379
동유럽,한랭,2021,상업용차,상업용차,25.0,10114,790,169,266,992,1407,1018,1073,428,915,550,1463,1043
동유럽,한랭,2023,SUV,SUV,25.0,8203,817,754,407,332,318,381,1115,1386,1010,706,51,926
동유럽,한랭,2020,전기차,전기차,25.0,9772,1075,1209,1201,287,1002,390,512,718,1369,281,1009,719
북미-멕시코,건조,2024,소형차,소형차,20.0,10693,217,505,959,1418,1234,1077,1355,281,1254,358,1002,1033
북미-멕시코,건조,2023,상업용차,상업용차,20.0,10431,252,1061,673,486,727,1319,247,1218,1369,584,1272,1223
북미-멕시코,건조,2022,SUV,SUV,20.0,10653,846,714,58,99,1494,485,1066,1268,980,1470,846,1327
북미-멕시코,건조,2022,전기차,전기차,20.0,13375,764,678,1317,1491,1313,1277,1327,1498,800,1108,315,1487
북미-미국,온대,2021,소형차,소형차,20.0,6734,1417,745,589,643,260,163,851,563,94,766,222,421
북미-미국,온대,2024,상업용차,상업용차,20.0,8725,568,1193,434,728,1132,321,274,410,669,1333,195,1468
북미-미국,온대,2023,SUV,SUV,20.0,7448,1173,743,468,237,196,233,216,214,762,1213,624,1369
북미-미국,온대,2022,전기차,전기차,20.0,8949,1170,568,368,1281,131,997,960,902,543,493,915,621
북미-캐나다,한랭,2024,소형차,소형차,20.0,8814,861,548,1142,398,636,906,1129,467,695,759,946,327
북미-캐나다,한랭,2024,상업용차,상업용차,20.0,6041,150,76,172,618,179,1274,473,1137,628,602,604,128
북미-캐나다,한랭,2024,SUV,SUV,20.0,8708,1351,826,974,190,915,410,1138,860,346,670,976,52
북미-캐나다,한랭,2023,전기차,전기차,20.0,10765,938,898,1368,969,624,765,862,380,883,882,925,1271
서유럽,온대,2020,소형차,소형차,45.0,9286,881,1050,665,184,1362,1157,913,240,217,1233,443,941
서유럽,온대,2023,상업용차,상업용차,45.0,11210,1367,802,1436,332,1164,739,1193,736,787,1023,526,1105
서유럽,온대,2023,SUV,SUV,45.0,8932,1305,528,699,628,97,1018,657,124,1160,840,663,1213
서유럽,온대,2022,전기차,전기차,45.0,9686,148,1316,1342,1091,797,699,192,1125,264,306,1440,966
아시아,온대,2024,소형차,소형차,20.0,8301,429,255,1467,1470,137,634,90,1455,58,381,853,1072
아시아,온대,2021,상업용차,상업용차,20.0,9965,595,580,1453,891,203,900,1164,724,1271,554,1035,595
아시아,온대,2023,SUV,SUV,20.0,10030,338,1469,87,1455,1030,1042,208,1490,677,438,719,1077
아시아,온대,2021,전기차,전기차,20.0,9762,387,717,287,1198,1273,1431,1476,629,209,975,629,551
중남미,열대,2021,소형차,소형차,20.0,9748,380,1202,649,799,455,800,130,1217,1132,1317,758,909
중남미,열대,2023,상업용차,상업용차,20.0,7418,1450,836,523,1070,120,147,242,578,1403,347,480,222
중남미,열대,2022,SUV,SUV,20.0,8313,489,489,855,562,635,572,994,1456,1088,943,179,51
중남미,열대,2022,전기차,전기차,20.0,8305,838,950,672,63,731,779,579,538,565,566,1439,585
중동·아프리카,건조,2024,소형차,소형차,20.0,11821,854,1288,967,1127,1413,1364,881,1397,1264,148,320,798
중동·아프리카,건조,2021,상업용차,상업용차,20.0,8167,1401,665,150,166,250,380,993,115,809,509,1247,1482
중동·아프리카,건조,2024,SUV,SUV,20.0,10375,331,113,1481,793,1287,1439,554,1165,1015,320,974,903
중동·아프리카,건조,2023,전기차,전기차,20.0,8826,455,1484,630,465,1398,261,341,658,1389,179,182,1384
동유럽,한랭,2022,소형차,소형차,25.0,8702,997,388,740,542,193,792,816,1322,568,955,722,667
동유럽,한랭,2024,상업용차,상업용차,25.0,8164,811,525,426,633,188,1102,388,396,1465,634,1315,281
동유럽,한랭,2020,SUV,SUV,25.0,8978,1397,1143,505,1358,1405,162,641,504,244,598,503,518
동유럽,한랭,2020,전기차,전기차,25.0,8606,858,759,1044,1322,1469,1156,159,398,86,181,271,903
북미-멕시코,건조,2023,소형차,소형차,20.0,9455,411,121,1022,532,142,1127,265,1472,1201,936,1489,737
북미-멕시코,건조,2022,상업용차,상업용차,20.0,6644,530,72,623,920,1241,186,314,162,373,1031,133,1059
북미-멕시코,건조,2022,SUV,SUV,20.0,7808,1229,226,410,1200,634,456,404,180,294,763,827,1185
