국가명,1월,2월,3월,4월,5월,6월,7월,8월,9월,10월,11월,12월,연도,기후대,차량 구분,분류,총수출량,차종,GDP,대표 차량 구분,차량 구분.1,차종 구분
북미-캐나다,1401,368,646,1733,680,2166,2000,809,1029,1652,616,1797,2023,한랭,소형차,일반 차량,14897,Venue,25.0,소형차,소형차,소형차
북미-캐나다,954,1187,1430,688,1853,488,1998,748,1302,990,587,1797,2023,한랭,소형차,일반 차량,14022,Exter,25.0,소형차,소형차,소형차
북미-캐나다,1356,1166,1430,977,531,1965,2034,1600,1316,870,638,1633,2023,한랭,소형차,일반 차량,15516,PV,25.0,소형차,소형차,소형차
북미-캐나다,1633,1171,1412,2280,1270,1179,1771,962,1049,1909,2213,1183,2023,한랭,소형차,일반 차량,18032,BHMC,25.0,소형차,소형차,소형차
북미-캐나다,872,545,1486,621,2238,1505,1011,681,1091,760,1701,1478,2023,한랭,소형차,일반 차량,13989,GV70,25.0,소형차,소형차,소형차
북미-캐나다,1030,237,1061,836,1769,1653,735,447,1477,1590,1668,388,2023,한랭,전기차,일반 차량,12891,IONIQ5,25.0,전기차,전기차,전기차
북미-캐나다,148,789,931,713,988,1415,1209,577,701,544,432,1133,2023,한랭,전기차,일반 차량,9580,Santa Fe HEV,25.0,전기차,전기차,전기차
북미-캐나다,1450,2084,1423,1744,1156,3681,3767,1162,3491,2445,2953,2435,2024,한랭,SUV,일반 차량,27791,Bayon,25.0,SUV,SUV,SUV
북미-캐나다,484,700,663,696,1665,826,767,912,327,1359,1389,573,2024,한랭,전기차,일반 차량,10361,GV70 EV,25.0,전기차,전기차,전기차
북미-캐나다,1119,933,635,743,1293,1663,553,1458,664,626,1113,1736,2024,한랭,소형차,일반 차량,12536,HTBC,25.0,소형차,소형차,소형차
북미-캐나다,1734,1672,1800,1645,1397,2315,1494,1370,1537,1343,2137,743,2024,한랭,소형차,일반 차량,19187,Santa-Fe,25.0,소형차,소형차,소형차
북미-캐나다,398,1581,391,695,751,1944,751,1323,1260,967,1443,2156,2024,한랭,소형차,일반 차량,13660,Exter,25.0,소형차,소형차,소형차
북미-캐나다,819,322,1540,460,434,1593,1961,931,1816,500,1731,2211,2024,한랭,소형차,일반 차량,14318,Stargazer,25.0,소형차,소형차,소형차
북미-캐나다,2267,1720,2437,2606,2734,2013,1734,2250,2433,3239,2762,3920,2024,한랭,SUV,일반 차량,30115,Tucson OB,25.0,SUV,SUV,SUV
북미-캐나다,983,1966,2088,2523,1716,1956,1868,841,2094,2371,1361,2327,2024,한랭,상업용차,일반 차량,22094,Mighty,25.0,상업용차,상업용차,상업용차
북미-캐나다,1431,1264,1939,4139,1655,2531,3479,2311,1745,1752,3986,2628,2024,한랭,SUV,일반 차량,28860,Santa Fe,25.0,SUV,SUV,SUV
북미-캐나다,782,703,186,896,893,1740,1337,896,372,931,1455,1189,2024,한랭,전기차,일반 차량,11380,IONIQ5,25.0,전기차,전기차,전기차
북미-캐나다,1210,1210,307,1451,1119,548,1426,563,387,405,530,511,2024,한랭,전기차,일반 차량,9667,Ioniq5,25.0,전기차,전기차,전기차
북미-캐나다,451,1262,265,1028,637,617,549,1139,379,1088,1349,1305,2025,한랭,전기차,일반 차량,10069,IONIQ6,25.0,전기차,전기차,전기차
북미-캐나다,335,317,529,734,1042,1983,894,1463,1445,386,813,607,2025,한랭,소형차,일반 차량,10548,CV,25.0,소형차,소형차,소형차
북미-캐나다,666,858,1109,2007,2148,1301,1172,1532,952,1834,2281,1031,2025,한랭,소형차,일반 차량,16891,GV70,25.0,소형차,소형차,소형차
북미-캐나다,697,1216,1013,1025,1223,886,1171,1438,1356,597,1307,1004,2025,한랭,소형차,일반 차량,12933,Santa-Fe,25.0,소형차,소형차,소형차
북미-캐나다,1849,2290,1396,3661,2296,3630,2073,2862,3573,2843,2277,4130,2025,한랭,SUV,일반 차량,32880,Bayon,25.0,SUV,SUV,SUV
북미-캐나다,627,1778,1928,1455,1755,2714,1994,3195,2144,2872,823,1821,2025,한랭,상업용차,일반 차량,23106,Porter,25.0,상업용차,상업용차,상업용차
북미-캐나다,930,2343,1610,1439,1533,1529,2952,739,2350,1543,2122,3548,2025,한랭,상업용차,일반 차량,22638,Mighty,25.0,상업용차,상업용차,상업용차
북미-캐나다,1579,387,730,621,1097,1844,2272,696,781,1348,1331,1624,2025,한랭,소형차,일반 차량,14310,Exter,25.0,소형차,소형차,소형차
북미-캐나다,550,1263,1367,1713,730,1787,1853,636,1907,626,400,1650,2025,한랭,소형차,일반 차량,14482,HTBC,25.0,소형차,소형차,소형차
북미-캐나다,1636,798,927,546,1355,1395,1593,1143,1194,1543,679,1341,2025,한랭,소형차,일반 차량,14150,NX4m,25.0,소형차,소형차,소형차
서유럽,606,1064,1710,2400,1793,1674,2033,2151,934,1284,2242,2230,2021,온대,소형차,일반 차량,20121,CV,45.0,소형차,소형차,소형차
서유럽,2162,2538,1075,1280,2068,2739,2753,3180,1896,1262,839,2230,2021,온대,상업용차,일반 차량,24022,Mighty,45.0,상업용차,상업용차,상업용차
서유럽,1190,511,1053,695,1568,525,2003,1856,1842,1551,1029,1759,2021,온대,소형차,일반 차량,15582,GV70,45.0,소형차,소형차,소형차
서유럽,1391,1251,730,593,1478,1207,510,1337,266,400,1474,1431,2021,온대,전기차,일반 차량,12068,IONIQ5,45.0,전기차,전기차,전기차
서유럽,493,1323,1831,984,1521,2271,2192,757,2080,1442,739,2289,2021,온대,소형차,일반 차량,17922,BHMC,45.0,소형차,소형차,소형차
서유럽,1085,2368,1291,3878,3226,2944,4160,3608,1843,2541,2150,3356,2021,온대,SUV,일반 차량,32450,Tucson OB,45.0,SUV,SUV,SUV
서유럽,454,310,378,1335,1381,295,378,585,1493,286,862,926,2021,온대,전기차,일반 차량,8683,Santa Fe HEV,45.0,전기차,전기차,전기차
서유럽,1742,1259,847,2051,575,1391,517,1391,1214,997,1092,2051,2021,온대,소형차,일반 차량,15127,Accent,45.0,소형차,소형차,소형차
서유럽,1241,1120,1006,2350,1289,2317,1149,1825,1674,572,624,2589,2021,온대,소형차,일반 차량,17756,Venue,45.0,소형차,소형차,소형차
서유럽,1845,1275,1735,1098,3071,1385,3425,2862,2136,2097,3074,1987,2021,온대,상업용차,일반 차량,25990,Porter,45.0,상업용차,상업용차,상업용차
서유럽,1961,970,938,1202,1334,1565,2089,2452,1933,2544,2548,1757,2021,온대,소형차,일반 차량,21293,HB20,45.0,소형차,소형차,소형차
서유럽,1219,838,423,969,1250,1674,853,1009,1561,1228,1823,2094,2021,온대,소형차,일반 차량,14941,Creta,45.0,소형차,소형차,소형차
서유럽,1655,424,945,1726,1537,1056,2568,852,2308,2047,1858,774,2022,온대,소형차,일반 차량,17750,Venue,45.0,소형차,소형차,소형차
서유럽,1784,550,1903,1829,1559,536,1507,1475,623,1703,2152,1097,2022,온대,소형차,일반 차량,16718,i20,45.0,소형차,소형차,소형차
서유럽,3143,2018,2587,3149,3514,4184,2021,1576,3909,3648,3504,4612,2022,온대,SUV,일반 차량,37865,Tucson OB,45.0,SUV,SUV,SUV
서유럽,3631,3557,2148,1527,4689,5402,5314,3206,3124,4393,3036,2052,2022,온대,SUV,일반 차량,42079,Palisade,45.0,SUV,SUV,SUV
서유럽,411,1575,1357,1825,1695,1815,1785,842,1314,478,1849,611,2022,온대,소형차,일반 차량,15557,NX4m,45.0,소형차,소형차,소형차
서유럽,360,1715,350,580,1275,749,1827,446,727,2060,1983,806,2022,온대,소형차,일반 차량,12878,Stargazer,45.0,소형차,소형차,소형차
서유럽,1030,1085,819,1334,1325,1177,1230,1138,898,1668,1254,806,2022,온대,소형차,일반 차량,13764,HB20,45.0,소형차,소형차,소형차
서유럽,1355,1576,1683,2345,1991,1637,2562,2280,712,1279,1644,2417,2022,온대,소형차,일반 차량,21481,Kusto,45.0,소형차,소형차,소형차
서유럽,3591,3300,2496,2764,1911,1957,3843,3869,4241,2908,1686,4829,2022,온대,SUV,일반 차량,37395,Bayon,45.0,SUV,SUV,SUV
서유럽,1091,1051,1360,1849,1162,1829,1265,333,1650,1241,523,1237,2022,온대,전기차,일반 차량,14591,IONIQ5,45.0,전기차,전기차,전기차
서유럽,751,1403,456,554,1158,1269,1482,1662,374,625,478,1770,2022,온대,전기차,일반 차량,11982,GV70 EV,45.0,전기차,전기차,전기차
서유럽,903,508,1081,1335,1818,1185,1704,1546,1268,1004,1078,1707,2023,온대,소형차,일반 차량,15137,Venue,45.0,소형차,소형차,소형차
서유럽,1027,2027,903,652,830,2012,1544,826,2042,2197,1598,1262,2023,온대,소형차,일반 차량,16920,HB20,45.0,소형차,소형차,소형차
서유럽,416,448,1123,1022,532,297,395,826,259,493,759,616,2023,온대,전기차,일반 차량,7186,GV70 EV,45.0,전기차,전기차,전기차
서유럽,3286,3178,3018,3002,1870,2450,2774,3701,2586,2018,3090,2338,2023,온대,상업용차,일반 차량,33311,Mighty,45.0,상업용차,상업용차,상업용차
서유럽,900,1229,816,1840,1605,1494,1910,1846,433,617,1220,1867,2023,온대,소형차,일반 차량,15777,Exter,45.0,소형차,소형차,소형차
서유럽,920,688,910,1566,480,1400,1913,850,1827,1860,910,1095,2023,온대,소형차,일반 차량,14419,Santa-Fe,45.0,소형차,소형차,소형차
서유럽,1415,1384,1460,1169,1079,622,768,449,546,1868,2024,2041,2023,온대,소형차,일반 차량,14825,GV70,45.0,소형차,소형차,소형차
서유럽,901,1062,1682,666,1552,2042,1465,1881,1908,805,1267,2150,2023,온대,소형차,일반 차량,17381,BHMC,45.0,소형차,소형차,소형차
서유럽,1961,2024,488,840,492,632,1828,2316,1250,651,1806,2735,2023,온대,소형차,일반 차량,17023,PV,45.0,소형차,소형차,소형차
서유럽,906,1022,725,1253,1596,1280,1296,1558,906,1631,1396,775,2023,온대,전기차,일반 차량,14344,Santa-Fe HEV,45.0,전기차,전기차,전기차
서유럽,1761,3267,2657,3611,1948,3250,4078,2497,2010,3931,3710,3567,2023,온대,SUV,일반 차량,36287,Bayon,45.0,SUV,SUV,SUV
서유럽,942,780,1905,1391,708,2531,985,1985,1794,906,2301,1294,2024,온대,소형차,일반 차량,17522,Exter,45.0,소형차,소형차,소형차
서유럽,3459,3865,3511,1720,4784,4144,5160,2115,2661,3022,3500,5126,2024,온대,SUV,일반 차량,43067,Palisade,45.0,SUV,SUV,SUV
서유럽,847,711,1125,1358,2302,1787,657,1435,611,2201,858,1636,2024,온대,소형차,일반 차량,15528,HB20,45.0,소형차,소형차,소형차
서유럽,1399,1414,1091,1943,1932,2121,1167,1990,1791,1965,1138,997,2024,온대,소형차,일반 차량,18948,Elantra,45.0,소형차,소형차,소형차
서유럽,1024,1337,892,2152,1116,1612,576,811,657,1663,1219,1840,2024,온대,소형차,일반 차량,14899,i20,45.0,소형차,소형차,소형차
서유럽,4223,3369,1770,2181,4450,3744,2731,1642,1930,1718,3477,4203,2024,온대,SUV,일반 차량,35438,Tucson,45.0,SUV,SUV,SUV
서유럽,1024,2879,2441,2967,1885,2226,2790,2185,2739,1690,2004,1775,2024,온대,상업용차,일반 차량,26605,Porter,45.0,상업용차,상업용차,상업용차
서유럽,577,1455,938,2379,1421,1307,1968,2196,893,2314,760,1109,2024,온대,소형차,일반 차량,17317,Santa-Fe,45.0,소형차,소형차,소형차
서유럽,1124,1819,742,1139,578,735,1502,807,2358,1328,1171,2481,2024,온대,소형차,일반 차량,15784,CV,45.0,소형차,소형차,소형차
서유럽,1233,559,2368,2048,725,3405,975,2470,2359,1058,3097,2605,2025,온대,상업용차,일반 차량,22902,Mighty,45.0,상업용차,상업용차,상업용차
서유럽,1562,514,855,1018,1604,294,1508,426,298,1313,269,1160,2025,온대,전기차,일반 차량,10821,Santa-Fe HEV,45.0,전기차,전기차,전기차
서유럽,1342,1877,1506,1661,1468,1456,1858,937,614,610,766,1479,2025,온대,소형차,일반 차량,15574,Stargazer,45.0,소형차,소형차,소형차
서유럽,2538,1247,2117,2096,3147,3147,1986,3729,1521,1555,3311,1618,2025,온대,SUV,일반 차량,28012,Tucson OB,45.0,SUV,SUV,SUV
서유럽,1316,1167,611,1050,651,1306,268,556,917,1127,994,886,2025,온대,전기차,일반 차량,10849,Ioniq5,45.0,전기차,전기차,전기차
서유럽,569,829,507,1236,1155,491,482,967,1080,992,397,1130,2025,온대,전기차,일반 차량,9835,IONIQ5,45.0,전기차,전기차,전기차
서유럽,500,734,620,766,1036,1965,1185,500,1637,1367,1910,2056,2025,온대,소형차,일반 차량,14276,BHMC,45.0,소형차,소형차,소형차
서유럽,1535,1303,1395,2117,813,1545,2140,1026,1558,1931,1692,2271,2025,온대,소형차,일반 차량,19326,NX4m,45.0,소형차,소형차,소형차
서유럽,549,1309,1119,618,1465,1954,1288,1789,429,702,849,2155,2025,온대,소형차,일반 차량,14226,PV,45.0,소형차,소형차,소형차
서유럽,1975,2586,3874,4735,4604,2352,4108,3209,4916,4635,2725,3497,2025,온대,SUV,일반 차량,43216,Santa Fe,45.0,SUV,SUV,SUV
아시아,910,407,556,2033,740,1523,1866,2001,449,669,1005,2001,2021,온대,소형차,일반 차량,14160,Stargazer,25.0,소형차,소형차,소형차
아시아,1132,1059,934,1144,219,1575,668,839,876,1071,1279,1621,2021,온대,전기차,일반 차량,12417,IONIQ6,25.0,전기차,전기차,전기차
아시아,1293,1172,979,1153,1713,1619,2048,1812,1632,1598,708,1747,2021,온대,소형차,일반 차량,17474,NX4m,25.0,소형차,소형차,소형차
아시아,626,629,506,939,1016,926,982,536,1705,1739,1002,1892,2021,온대,소형차,일반 차량,12498,i10,25.0,소형차,소형차,소형차
아시아,2278,1329,2443,3005,2574,3604,3021,3227,1884,3476,2019,1840,2021,온대,SUV,일반 차량,30700,Bayon,25.0,SUV,SUV,SUV
아시아,2171,1797,2994,2078,3914,4978,3298,3150,4132,4472,3813,4460,2021,온대,SUV,일반 차량,41257,Tucson OB,25.0,SUV,SUV,SUV
아시아,1542,1641,1473,782,2094,880,975,1114,1206,581,954,1337,2021,온대,소형차,일반 차량,14579,Exter,25.0,소형차,소형차,소형차
아시아,1064,1045,1450,1835,1513,2354,1019,2035,563,1012,493,1431,2021,온대,소형차,일반 차량,15814,Accent,25.0,소형차,소형차,소형차
아시아,698,1295,603,945,1333,319,1177,1484,1484,1750,862,1784,2021,온대,전기차,일반 차량,13734,GV70 EV,25.0,전기차,전기차,전기차
아시아,1255,736,726,1818,682,1777,1280,1860,1796,797,1850,1277,2021,온대,소형차,일반 차량,15854,BHMC,25.0,소형차,소형차,소형차
아시아,1345,1029,573,1537,1057,943,1863,1873,1733,1523,947,1997,2022,온대,소형차,일반 차량,16420,HTBC,25.0,소형차,소형차,소형차
아시아,779,1695,454,1192,991,681,2222,529,1188,1938,1779,1400,2022,온대,소형차,일반 차량,14848,i20 N,25.0,소형차,소형차,소형차
아시아,1038,380,172,185,626,923,1558,999,1456,833,1268,1082,2022,온대,전기차,일반 차량,10520,IONIQ6,25.0,전기차,전기차,전기차
아시아,1133,1327,1026,1520,1105,1126,2021,533,1133,690,640,1813,2022,온대,소형차,일반 차량,14067,Elantra,25.0,소형차,소형차,소형차
아시아,830,1453,1472,1003,905,1596,1416,1175,1491,1679,2055,2002,2022,온대,소형차,일반 차량,17077,Exter,25.0,소형차,소형차,소형차
아시아,442,984,1163,1062,724,1307,605,633,260,573,232,294,2022,온대,전기차,일반 차량,8279,IONIQ5,25.0,전기차,전기차,전기차
아시아,473,721,695,1522,1274,1093,1998,667,721,708,626,2053,2022,온대,소형차,일반 차량,12551,BHMC,25.0,소형차,소형차,소형차
아시아,864,1437,1070,1834,950,2006,2452,1351,1167,917,587,1242,2022,온대,소형차,일반 차량,15877,i20,25.0,소형차,소형차,소형차
아시아,693,952,939,195,235,1685,992,398,504,968,321,1453,2022,온대,전기차,일반 차량,9335,Santa-Fe HEV,25.0,전기차,전기차,전기차
아시아,2112,1645,3181,1830,4143,4981,4545,3517,1880,3598,3664,2571,2022,온대,SUV,일반 차량,37667,Bayon,25.0,SUV,SUV,SUV
아시아,1632,866,1253,1124,898,769,668,1242,807,1830,1347,1458,2022,온대,소형차,일반 차량,13894,i10,25.0,소형차,소형차,소형차
아시아,1803,1871,764,2182,2505,987,2926,974,2628,1346,929,2447,2022,온대,상업용차,일반 차량,21362,Mighty,25.0,상업용차,상업용차,상업용차
아시아,841,1626,1637,988,1556,538,1952,1683,1126,1357,1910,1137,2023,온대,소형차,일반 차량,16351,Elantra,25.0,소형차,소형차,소형차
아시아,1360,1632,570,1300,1185,2198,2545,2286,2047,698,2250,1288,2023,온대,소형차,일반 차량,19359,CV,25.0,소형차,소형차,소형차
아시아,1188,1523,566,1713,1944,2473,2399,1102,1505,1087,1535,1471,2023,온대,소형차,일반 차량,18506,Kusto,25.0,소형차,소형차,소형차
아시아,465,1601,1174,1334,1256,1047,1357,416,1256,1819,907,1243,2023,온대,소형차,일반 차량,13875,Creta,25.0,소형차,소형차,소형차
아시아,1214,752,935,1218,3652,2823,2070,2696,2178,1354,919,1816,2023,온대,상업용차,일반 차량,21627,Truck,25.0,상업용차,상업용차,상업용차
아시아,1391,748,1329,827,1717,2232,1875,1497,1775,1181,714,2243,2023,온대,소형차,일반 차량,17529,HB20,25.0,소형차,소형차,소형차
아시아,841,332,1417,1737,1845,1908,1573,1677,996,955,1446,1152,2023,온대,소형차,일반 차량,15879,BHMC,25.0,소형차,소형차,소형차
아시아,277,274,311,918,302,999,1600,1167,582,582,728,1039,2023,온대,전기차,일반 차량,8779,Santa-Fe HEV,25.0,전기차,전기차,전기차
아시아,238,1020,410,230,1219,1543,1883,765,1016,1485,594,1172,2023,온대,전기차,일반 차량,11575,IONIQ5,25.0,전기차,전기차,전기차
아시아,914,1566,398,1964,1801,1012,2370,895,576,1828,2044,1380,2023,온대,소형차,일반 차량,16748,i20 N,25.0,소형차,소형차,소형차
아시아,1638,781,2576,2363,1257,1776,1993,3075,1314,979,2801,2843,2023,온대,상업용차,일반 차량,23396,Mighty,25.0,상업용차,상업용차,상업용차
아시아,712,1093,255,740,1672,366,899,348,427,1204,827,1916,2024,온대,전기차,일반 차량,10459,GV70 EV,25.0,전기차,전기차,전기차
아시아,1471,985,626,1274,1510,862,1450,1784,1513,872,964,580,2024,온대,소형차,일반 차량,13891,Venue,25.0,소형차,소형차,소형차
아시아,635,709,1475,1874,2050,861,621,1828,1341,635,1637,2156,2024,온대,소형차,일반 차량,15822,i10,25.0,소형차,소형차,소형차
아시아,514,1213,1223,1146,1230,752,880,665,1136,561,742,1610,2024,온대,전기차,일반 차량,11672,Ioniq5,25.0,전기차,전기차,전기차
아시아,1017,617,694,1683,1152,1977,905,1654,1769,1817,1325,1117,2024,온대,소형차,일반 차량,15727,NX4m,25.0,소형차,소형차,소형차
아시아,715,392,597,354,1267,1121,1344,611,385,892,1587,587,2024,온대,전기차,일반 차량,9852,IONIQ5,25.0,전기차,전기차,전기차
아시아,911,455,1564,1142,1716,1753,2444,2198,865,1829,1883,1662,2024,온대,소형차,일반 차량,18422,Elantra,25.0,소형차,소형차,소형차
아시아,587,742,1351,1636,2459,1946,3526,2481,2995,1506,2843,3825,2024,온대,상업용차,일반 차량,25897,Porter,25.0,상업용차,상업용차,상업용차
아시아,805,1104,774,1464,1188,1184,486,900,1752,1288,1433,935,2025,온대,전기차,일반 차량,13313,IONIQ6,25.0,전기차,전기차,전기차
아시아,2556,2846,2895,3625,3904,2481,4773,1969,2089,1332,3892,4047,2025,온대,SUV,일반 차량,36409,Tucson,25.0,SUV,SUV,SUV
아시아,2743,2102,1965,2408,2121,1443,3520,2794,3163,1118,3676,3399,2025,온대,SUV,일반 차량,30452,Santa Fe,25.0,SUV,SUV,SUV
아시아,464,1663,493,1670,2138,921,1162,1341,954,1403,1334,621,2025,온대,소형차,일반 차량,14164,CV,25.0,소형차,소형차,소형차
아시아,1106,1029,726,824,358,1002,517,1161,364,1397,1673,784,2025,온대,소형차,일반 차량,10941,NX4m,25.0,소형차,소형차,소형차
아시아,589,1289,852,1571,1182,412,624,947,1642,1516,381,318,2025,온대,전기차,일반 차량,11323,Santa Fe HEV,25.0,전기차,전기차,전기차
아시아,723,1108,1243,1483,741,1786,1955,1569,228,681,1063,786,2025,온대,전기차,일반 차량,13366,Ioniq5,25.0,전기차,전기차,전기차
아시아,1510,975,840,1029,1507,1137,2455,978,539,728,1938,1256,2025,온대,소형차,일반 차량,14892,PV,25.0,소형차,소형차,소형차
아시아,1060,1529,912,1691,550,757,1632,1266,960,1108,1651,2245,2025,온대,소형차,일반 차량,15361,Stargazer,25.0,소형차,소형차,소형차
아시아,1316,520,1107,747,1410,1870,1465,1107,1319,632,399,1855,2025,온대,소형차,일반 차량,13747,Kusto,25.0,소형차,소형차,소형차
중남미,2588,1232,2734,3994,1522,1474,4094,3869,2194,1266,1612,3374,2021,열대,SUV,일반 차량,29953,Bayon,25.0,SUV,SUV,SUV
중남미,1462,405,489,1288,1493,725,2233,1655,922,2010,1759,814,2021,열대,소형차,일반 차량,15255,HTBC,25.0,소형차,소형차,소형차
중남미,481,1204,535,1695,1027,1689,1068,774,1695,1497,1685,702,2021,열대,소형차,일반 차량,14052,Kusto,25.0,소형차,소형차,소형차
중남미,1220,2498,2028,2116,1435,1683,2113,2307,2031,1905,1980,1782,2021,열대,SUV,일반 차량,23098,Palisade,25.0,SUV,SUV,SUV
중남미,1608,1728,2553,2258,1800,835,3473,1067,845,742,3090,3049,2021,열대,상업용차,일반 차량,23048,Mighty,25.0,상업용차,상업용차,상업용차
중남미,1272,840,703,602,782,879,1470,1135,1747,1479,581,1683,2021,열대,소형차,일반 차량,13173,PV,25.0,소형차,소형차,소형차
중남미,2299,1550,1118,2877,827,2217,2616,2269,1848,3268,2180,3980,2021,열대,상업용차,일반 차량,27049,Porter,25.0,상업용차,상업용차,상업용차
중남미,830,551,893,994,1050,1489,961,1616,1441,1962,1344,685,2021,열대,소형차,일반 차량,13816,i20 N,25.0,소형차,소형차,소형차
중남미,610,1107,696,1266,1330,1266,1585,262,1197,364,1552,1409,2021,열대,전기차,일반 차량,12644,Ioniq5,25.0,전기차,전기차,전기차
중남미,1380,750,1273,1394,1793,2946,2312,1921,1857,1024,1348,1156,2022,열대,상업용차,일반 차량,19154,Truck,25.0,상업용차,상업용차,상업용차
중남미,1454,1228,1410,1608,681,1398,2012,1442,986,887,824,1434,2022,열대,전기차,일반 차량,15364,IONIQ5,25.0,전기차,전기차,전기차
중남미,1800,1751,1060,1461,1697,2104,2004,2977,2110,3019,1726,3481,2022,열대,SUV,일반 차량,25190,Tucson OB,25.0,SUV,SUV,SUV
중남미,1350,964,1929,2256,1612,3435,2363,3063,806,1664,1829,2811,2022,열대,상업용차,일반 차량,24082,Mighty,25.0,상업용차,상업용차,상업용차
중남미,1184,959,675,1945,1685,578,2097,1623,1316,1775,1246,1017,2022,열대,소형차,일반 차량,16100,Elantra,25.0,소형차,소형차,소형차
중남미,544,718,508,1935,1444,1527,829,1096,1049,1948,1310,1233,2022,열대,소형차,일반 차량,14141,Exter,25.0,소형차,소형차,소형차
중남미,505,1557,438,595,1291,1512,554,1793,1025,984,1561,1628,2022,열대,소형차,일반 차량,13443,Stargazer,25.0,소형차,소형차,소형차
중남미,572,898,1606,1940,917,829,755,1775,1394,2069,799,678,2022,열대,소형차,일반 차량,14232,GV70,25.0,소형차,소형차,소형차
중남미,820,1374,1296,1896,1726,742,1410,461,1854,770,1808,1719,2022,열대,소형차,일반 차량,15876,PV,25.0,소형차,소형차,소형차
중남미,815,696,1219,1702,1955,2011,1401,1904,1120,1666,2236,2078,2023,열대,소형차,일반 차량,18803,CV,25.0,소형차,소형차,소형차
중남미,1436,1282,1926,777,627,1819,1653,568,1650,1547,1282,1065,2023,열대,소형차,일반 차량,15632,PV,25.0,소형차,소형차,소형차
중남미,525,2463,2136,1024,1519,2332,869,2163,1695,2561,1149,2841,2023,열대,상업용차,일반 차량,21277,Porter,25.0,상업용차,상업용차,상업용차
중남미,1924,2903,3121,2150,1549,5027,2620,2215,3010,4116,3779,4808,2023,열대,SUV,일반 차량,37222,Bayon,25.0,SUV,SUV,SUV
중남미,957,526,1101,1701,1493,1857,1288,627,1162,1251,1704,2007,2023,열대,소형차,일반 차량,15674,Accent,25.0,소형차,소형차,소형차
중남미,1150,366,1009,1483,548,1589,511,733,1417,627,818,464,2023,열대,소형차,일반 차량,10715,Exter,25.0,소형차,소형차,소형차
중남미,372,507,325,701,1230,275,951,1465,848,1145,463,1283,2023,열대,전기차,일반 차량,9565,Ioniq5,25.0,전기차,전기차,전기차
중남미,932,617,539,271,462,1499,493,912,1440,403,609,1079,2023,열대,전기차,일반 차량,9256,Santa Fe HEV,25.0,전기차,전기차,전기차
중남미,844,378,899,452,1351,757,218,1107,1005,1168,1191,1095,2023,열대,전기차,일반 차량,10465,IONIQ6,25.0,전기차,전기차,전기차
중남미,1672,977,374,435,950,681,991,1389,1948,1672,507,1025,2023,열대,소형차,일반 차량,12621,i20,25.0,소형차,소형차,소형차
중남미,1719,1983,2820,1416,1483,3436,3920,1679,1811,1980,2498,3721,2024,열대,SUV,일반 차량,28466,Santa Fe,25.0,SUV,SUV,SUV
중남미,1353,380,1338,1199,564,1996,1196,990,1314,1305,513,1872,2024,열대,소형차,일반 차량,14020,i20,25.0,소형차,소형차,소형차
중남미,2399,2379,2110,1822,2197,906,3160,2473,919,2258,1775,1271,2024,열대,상업용차,일반 차량,23669,Mighty,25.0,상업용차,상업용차,상업용차
중남미,2760,951,2488,3032,2266,2187,1602,2334,1427,1712,3549,4062,2024,열대,SUV,일반 차량,28370,Palisade,25.0,SUV,SUV,SUV
중남미,1965,2237,1089,1745,1319,2308,1625,3548,1490,1937,1901,3630,2024,열대,SUV,일반 차량,24794,Tucson OB,25.0,SUV,SUV,SUV
중남미,561,1900,673,1346,972,2084,621,1617,1781,1406,2048,1159,2024,열대,소형차,일반 차량,16168,i10,25.0,소형차,소형차,소형차
중남미,2190,2142,2618,2639,786,1034,3080,2997,2770,2573,3022,1873,2024,열대,상업용차,일반 차량,27724,Porter,25.0,상업용차,상업용차,상업용차
중남미,560,606,786,533,1867,1395,471,638,1647,1457,1880,2162,2024,열대,소형차,일반 차량,14002,Santa-Fe,25.0,소형차,소형차,소형차
중남미,1090,1090,605,716,541,680,1919,1536,1079,1799,1437,310,2024,열대,전기차,일반 차량,12802,Santa Fe HEV,25.0,전기차,전기차,전기차
중남미,1177,404,811,414,1100,741,1328,281,1240,1462,1289,1223,2024,열대,전기차,일반 차량,11470,GV70 EV,25.0,전기차,전기차,전기차
중남미,642,1158,1618,2016,1969,1918,2060,1402,1022,712,1552,1735,2025,열대,소형차,일반 차량,17804,PV,25.0,소형차,소형차,소형차
중남미,1349,1799,3232,4067,3517,4101,2975,4109,2306,4274,2690,2683,2025,열대,SUV,일반 차량,37102,Tucson OB,25.0,SUV,SUV,SUV
중남미,2378,2237,2811,2465,2986,1488,3903,3335,3218,3416,3560,3517,2025,열대,SUV,일반 차량,35314,Palisade,25.0,SUV,SUV,SUV
중남미,1018,667,462,1662,1596,1682,1335,1884,1910,1771,826,1557,2025,열대,소형차,일반 차량,16370,i10,25.0,소형차,소형차,소형차
중남미,408,475,599,1698,1662,611,1640,1762,541,1186,826,1026,2025,열대,소형차,일반 차량,12434,Venue,25.0,소형차,소형차,소형차
중남미,2083,1947,1215,1283,2261,2971,2796,761,2009,2644,732,2605,2025,열대,상업용차,일반 차량,23307,Truck,25.0,상업용차,상업용차,상업용차
중남미,871,845,1251,1251,1650,561,1608,1410,973,456,1605,1825,2025,열대,소형차,일반 차량,14306,Elantra,25.0,소형차,소형차,소형차
중남미,663,778,439,1089,1912,504,1208,947,1353,1265,903,1079,2025,열대,소형차,일반 차량,12140,HTBC,25.0,소형차,소형차,소형차
